ID,SMILES
EN300-66012,CC(C)(CN)c1cccc(C(F)(F)F)c1
EN300-80818,CCCCC(N)COC
EN300-82459,CCOC1CC(N)C1(C)C
EN300-78971,COc1ccc(CN2CCC(N)C2=O)cc1
EN300-71395,Cc1nc(-c2ccc(Cl)cc2)sc1C(C)N
EN300-67500,Cl.N#CC(N)c1ccccc1F
EN300-78868,CC1CC(N)CCN1Cc1ccccc1
EN300-64810,NCc1cc(=O)n2ccccc2n1
EN300-69087,CC(C)(N)c1ccc(F)cc1
EN300-83440,Nc1ccc(S(=O)(=O)N2CCCCC2)cn1
EN300-75131,Nc1ncc(Br)cc1S(=O)(=O)N1CCCC1
EN300-69015,COc1ccc(C(N)c2ccccc2)cc1Br.Cl
EN300-61957,CC(C)(C)Cc1cc(N)n(-c2ccccc2)n1
EN300-115001,CCCC(N)C(=O)Nc1nccs1.Cl.Cl
EN300-60739,CN1CCCN(CCCN)CC1
EN300-37100830,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1
EN300-37085116,Cl.NCCS(=O)(=O)c1cccc(Br)c1
EN300-37098745,Cl.Cl.N[C@H]1CCN(c2ccccn2)C1
EN300-37098748,CN1CCc2c(N)cccc21.Cl.Cl
EN300-37098796,CNC(=O)C(N)C1CCCC1.Cl
EN300-19094390,Cl.N[C@H](c1ccc(O)cc1F)C(F)(F)F
EN300-19107019,Cl.N[C@H](c1ccc(O)cc1)C(F)(F)F
EN300-19312171,Cl.NCc1cccc2sccc12
EN300-101532,COc1cccc(-c2nonc2N)c1
EN300-102176,NCc1nccn1CCCc1ccccc1
EN300-104310,CCC(N)CN1CCOCC1
EN300-82719,CC1CCN(c2cccc(N)c2)CC1
EN300-103502,CN(C)C(=O)c1cc(Oc2ccc(N)cc2)ccn1
EN300-119797,Cc1nc(CCN)c(C)o1
EN300-120035,C[C@@H](N)C#N.Cl
EN300-119242,CCN(Cc1cccc(N)c1)C(=O)c1cccnc1
EN300-02798,Nc1nc(-c2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)cs1
EN300-17319,Cc1ccc(Oc2ccc(N)cc2)cc1.Cl
EN300-04860,Cc1cc(C)c(-c2cc(N)n(-c3ccccc3)n2)cc1C
EN300-04917,COc1ccc(S(=O)(=O)N(C)C)cc1N
EN300-06876,Cc1ccc(N)cc1S(=O)(=O)Nc1cccc(C(F)(F)F)c1
EN300-45386,CC(C)CNC(=O)c1ccc(N)cc1
EN300-30348,Cl.Nc1ccc(OCC(F)(F)F)cc1
EN300-33163,CCC(N)c1cccc(Cl)c1
EN300-31298,Nc1cccc(OCc2ccc(F)cc2)c1
EN300-41593,Nc1ccc(F)c(NC(=O)CCN2CCOCC2)c1
EN300-30711,CC1CCN(Cc2ccc(CN)cc2)CC1
EN300-43485,Nc1ccc(-n2ccnc2)cc1C(F)(F)F
EN300-36538,Cc1cccc(C(=O)N2CCC(O)CC2)c1N
EN300-40952,Cl.Nc1cc(-c2ccccc2Br)n[nH]1
EN300-40042,CCCCNC(=O)c1ccc(CN)cc1.Cl
EN300-86280,Nc1cccc(Cl)n1
EN300-40924,Nc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)cs1
EN300-45517,COc1ccc(CN2CCC(N)CC2)cc1F
EN300-40289,Cc1ccc(SCCN)cc1.Cl
EN300-43923,COc1cc(OC)c(CN)c(OC)c1
EN300-39495,COc1cc(C(N)C#N)cc(OC)c1OC.Cl
EN300-42978,Nc1ccc(C(=O)NCCO)cc1
EN300-36988,CC(N)c1ccc(C#N)cc1.Cl
EN300-2995586,Cn1nc(C(F)F)nc1N
EN300-74480,Nc1ccnc(-c2ccccc2)c1
EN300-66522,CC(C)n1cc(N)cn1.Cl
EN300-65491,Nc1nc(C2CC2)c(Cc2ccccc2F)s1
EN300-78727,Cc1nc(CN)no1.Cl
EN300-79239,Cl.NCCc1cc(Cl)ccc1Cl
EN300-80804,CC(C)Oc1c(N)cccc1Cl
EN300-80509,CN(C)C(CN)c1cnn(C)c1
EN300-78314,CC(N)CCC1CCCCC1
EN300-80922,Nc1ccc(OCC2CCOC2)cc1
EN300-79911,Cc1cc(F)ccc1N1CCCC(N)C1=O
EN300-76321,CC(C)n1c(N)nc2cc(Br)ccc21
EN300-72332,CCNS(=O)(=O)CCN.Cl
EN300-19378461,Nc1ccc(F)c(OCC(F)(F)F)c1
EN300-115419,NCCc1cn2c(n1)SCC2
EN300-64172,CC(C)(N)c1c(Cl)cccc1Cl.Cl
EN300-63978,Cl.NCC(=O)Nc1cccc2ccccc12
EN300-60636,Cl.NCc1cn(-c2ccccc2Cl)nn1
EN300-37102419,Cl.Nc1ccncc1C(F)(F)F
EN300-37102480,CCCOc1ccc(Cl)cc1CCN.Cl
EN300-37104557,CN(C)C(=O)c1ccc(Cn2c(CCN)nc3ccccc32)nc1.Cl.Cl.Cl
EN300-20435,NC1CCCCCCC1
EN300-104038,Cc1n[nH]c(N)c1-c1ccc(OC(F)F)cc1
EN300-51465,Nc1nnc(C2Cc3ccccc3O2)o1
EN300-56272,NCC(CO)Cc1ccc(C(F)(F)F)cc1
EN300-101846,CC(N)c1noc(-c2ccc(Cl)cc2)n1.Cl
EN300-102057,COc1nc2cc(N)ccc2o1
EN300-80551,Cl.NC1CCN(S(=O)(=O)Cc2ccccc2)CC1
EN300-66174,Nc1ccc(Br)c(I)c1
EN300-107490,CC(c1ccccc1)n1c(N)nc2ccccc21
EN300-116638,CCC(C)(CN)C(C)O
EN300-117579,Cl.NC(CNS(=O)(=O)c1cccs1)c1ccccc1
EN300-119501,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
EN300-128806,NC1CCCC2CN(Cc3ccccc3)CC12
EN300-134383,COCCOc1ccc(C#N)cc1N
EN300-133779,CC(=O)Nc1cccnc1N.Cl
EN300-02176,Nc1cc(S(=O)(=O)Nc2cc(Cl)ccc2Cl)ccc1N1CCOCC1
EN300-15046,CC(CN)(c1ccccc1)c1ccccc1.Cl
EN300-14324,Nc1nnc(-c2ccc(F)cc2)[nH]1
EN300-07552,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(N)c1
EN300-37572,N#Cc1ccc(Oc2ccc(N)cn2)cc1
EN300-43669,Cc1nccn1-c1ncccc1N
EN300-41094,CC1CN(c2ccc(CN)cn2)CCO1
EN300-60314,Cl.N[C@@H]1CCC[C@H]1O
EN300-39078,CC1CC(C)CN(C(=O)c2ccccc2N)C1
EN300-42521,Cc1ccc(Oc2ccc(N)cn2)cc1C
EN300-31878,NC1CCN(C2CCCC2)CC1
EN300-41176,COc1cc(CN)ccc1OCCC(C)C
EN300-41033,Nc1ccc(F)c(NC(=O)C2CCCCC2)c1
EN300-37416,Cc1ccccc1-c1csc(N)n1
EN300-1256742,CCOc1cccc(CN)n1
EN300-35572,NCc1cnccn1
EN300-36396,NC(=O)c1cnn(-c2ccccc2[N+](=O)[O-])c1N
EN300-35579,Cl.Nc1ccc(-c2ccccc2)cc1Cl
EN300-37531,Cl.NCC1CCOC1
EN300-35867,Cc1nn(CCO)c(N)c1I
EN300-35746,CN(C)C(=O)CCN.Cl
EN300-36585,CCOc1ccccc1C(=O)N1CCC(N)CC1.Cl
EN300-66244,COc1ccc(COCCCN)cc1
EN300-66704,NC(=O)c1c(C(F)(F)F)cc(C(F)(F)F)nc1N
EN300-69360,N#CCCCCN
EN300-65494,Nc1nc(C2CC2)c(Cc2ccccc2Cl)s1
EN300-65973,NCC(O)COc1ccc(I)cc1
EN300-66732,Nc1cc(-c2ccc(Br)cc2)nn1CCO
EN300-64743,CSC(C)CCN
EN300-63869,NCCNC(=O)c1cnccn1
EN300-64237,CC(=O)N1CCN(c2ccccc2CN)CC1
EN300-59869,Cl.NCC(=O)NCCc1ccccc1
EN300-77973,CC(C)C(N)c1ccccc1Cl
EN300-78667,Cl.Cl.NC(c1cccnc1)c1ccccc1Cl
EN300-79200,Nc1cccc(CS(=O)(=O)Cc2ccccc2)c1
EN300-82647,Cl.NC1(c2nc(C3CC3)cc(=O)[nH]2)CCCCC1
EN300-72608,C#CCOc1cccc(N)c1
EN300-108522,CC(C)C(=O)N1CCC(N)C1
EN300-88492,Cc1ncsc1C(C)N
EN300-107853,COc1ccc(CCN)c(Cl)c1
EN300-103558,Nc1ccc(Cl)c(Br)c1
EN300-2291067,Nc1cc(Cl)c(I)cc1[N+](=O)[O-]
EN300-2404030,N#Cc1ccc(N2CCCC(N)C2)cn1
EN300-2915422,CCc1ccc(OC)cc1N
EN300-3086264,CNC(=O)C(N)C1CCOCC1.Cl
EN300-3154050,CCc1cc(F)c(N)cc1F
EN300-1652094,NC[C@H]1CCCN1Cc1ccccc1
EN300-298892,COc1cc(C)cc(CCN)c1
EN300-299242,Cl.Cl.NC1CCN(c2ncccn2)CC1
EN300-1590031,Cc1ccc2ccccc2c1N.Cl
EN300-1590066,CN(C)[C@@H]1CCC[C@H]1N.Cl.Cl
EN300-25641274,N#Cc1ccc(N)nc1OC(F)F
EN300-2951677,Nc1nnc2cncc(Cl)n12
EN300-2958700,Nc1ccc2[nH]ncc2n1
EN300-1588542,COc1c(N)ncnc1N1CCOCC1
EN300-1588550,CCn1c(N)nc2c1CCOC2.Cl
EN300-1588574,Cc1ccc2c(c1)c(C(C)N)cn2C.Cl
EN300-1588577,Cl.Cl.NCCn1cc(-c2ccccc2)nn1
EN300-1588634,NCc1conc1C(F)(F)F
EN300-1590165,Cl.Cl.Nc1ccc2nc[nH]c(=O)c2c1
EN300-19727717,CC1(C)[C@H]2CC[C@@H](N)[C@@H]1C2.Cl
EN300-299387,COC1CS(=O)(=O)CC1N
EN300-1588858,Cn1nccc1[C@@H]1OCC[C@H]1CN
EN300-20874722,Cl.NCC[C@H]1CCC(=O)N1
EN300-37137771,Cc1cc([N+](=O)[O-])c(C)cc1N.Cl
EN300-1588136,Cl.N[C@H]1CC[C@@H](Sc2nc3ccccc3[nH]2)CC1
EN300-1588140,Cn1ncc2nc(N)c(C#N)cc21
EN300-1588222,CN1CCn2nc(N)cc2C1=O
EN300-1588350,Cl.NC[C@H](O)c1cc2ccccc2s1
EN300-19002886,Cl.Cl.NCc1c(Cl)cncc1Cl
EN300-19257040,COc1ccc2c(c1)CC[C@H]2N.Cl
EN300-1640177,CC(N)C1(O)COC1
EN300-09328,Cl.Nc1cc(Cl)ccc1N1CCCCCC1
EN300-134833,NC1CCC(O)(c2cccc(F)c2)CC1
EN300-36680,NCc1ccc2ccccc2n1
EN300-31994,CN(C)CC(O)CN
EN300-1587623,Cl.Nc1cc(F)c(F)c(C(F)F)c1
EN300-1588404,N[C@H]1CC[C@@H](c2nc3ccccc3[nH]2)CC1
EN300-18667475,N[C@@H](c1ccc(-c2ccccc2)cc1)C(F)(F)F
EN300-18761470,Cl.Nc1cccc[n+]1[O-]
EN300-20874727,Cl.NCCc1cc(=O)[nH]c(=O)[nH]1
EN300-20879928,Cl.Cl.NCCc1cc(O)ncn1
EN300-22819422,Nc1cnc(Cl)nc1-c1ccccc1
EN300-22837539,N[C@@H](c1ccccc1)[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1
EN300-50163,Cl.NCc1cc(F)ccc1Br
EN300-1587825,NCCN1CC2(COC2)C1
EN300-1587907,NC[C@H]1CCCN1c1ccccc1
EN300-1629489,Nc1ccc(S(N)(=O)=O)c(C(F)(F)F)c1
EN300-1587930,Cc1cc(C)c(C(N)CO)c(C)c1.Cl
EN300-1587938,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)c(F)c1
EN300-24793471,NC1CC(CO)C(CO)C1
EN300-5136104,COc1cc(Cl)cc(CCN)c1
EN300-19619925,Cn1nc(N)nc1-c1ccc(F)cc1
EN300-23131622,NCc1cnn(-c2ccc(C(F)(F)F)cc2)c1
EN300-1581819,Cl.NCc1nc2ccccn2c1Br
EN300-1587402,CC(C)(N)Cc1ccc(F)cc1F.Cl
EN300-2991870,Cc1ccc(N)c(CO)c1
EN300-2993396,CO[C@H]1CC[C@H](N)CC1
EN300-3001017,Cc1cc(F)c(C(C)C)cc1N
EN300-19353957,Cl.NC1CCc2cccc(Cl)c21
EN300-22911083,CNC(=O)[C@H]1CC[C@@H](N)CC1.Cl
EN300-2763973,Nc1ccccc1OC1CCOCC1
EN300-23312941,Nc1cc2n(n1)CCNC2=O
EN300-23540676,Nc1cc(C2CCOCC2)ccc1F
EN300-10036785,Cl.NCCCNS(=O)(=O)c1ccccc1
EN300-1638874,NC(C1CC1)C1(O)COC1
EN300-1642813,CCc1ccc(C(F)(F)F)cc1N
EN300-1642832,Cc1ccnc(N)c1C(F)(F)F
EN300-3020874,Nc1ncnn1Cc1ccccc1
EN300-11799323,Nc1ccc(Oc2ccc(Cl)cc2)cc1Cl
EN300-1590220,CO[C@@H]1C[C@@H](CN)N(Cc2ccccc2)C1
EN300-22151873,CN(C)C(C)(C)CN.Cl.Cl
EN300-37113876,Cl.Nc1c(F)cncc1F
EN300-37113879,Cl.NCC1(O)CCC12CCC2
EN300-37113907,COCCN(C)c1ccc(CN)cc1.Cl.Cl
EN300-37114029,Cl.Cl.NCCc1nc2c(C#Cc3cccc(C(N)=O)c3)cccc2[nH]1
EN300-1590348,CC(C)Oc1ccc(N)cc1C(F)(F)F
EN300-1590407,Cl.Cl.NCCc1cn(Cc2ccc(Cl)cc2)cn1
EN300-1590426,CC1(C2(C)CC2N)CC1.Cl
EN300-1590512,CC(C)OC(C)(C)CN.Cl
EN300-25382142,CN(C)C(=O)N1CC[C@@H](N)C1.Cl.Cl
EN300-25386081,C[C@@H](N)c1ccco1.Cl
EN300-4230718,Nc1cc(-c2ccc(Cl)cc2)ccc1Cl
EN300-1651815,Cc1ccc(N2CCCC2CN)cc1
EN300-1589147,C[C@H](N)c1ccc(F)cc1.Cl
EN300-19448959,Nc1c([N+](=O)[O-])ccc2cccnc12
EN300-1590667,Cl.Nc1cccc2cc(F)ccc12
EN300-1628355,CC(N)(CCO)C(F)(F)F
EN300-1644892,CCn1ncc2c(N)ncnc21
EN300-26014526,Nc1ccc(C23CCN(CC2)CC3)cc1
EN300-6489444,NCc1cc2c(s1)CCOC2
EN300-1576950,Cl.Nc1cc(F)cc(C(F)F)c1
EN300-6770990,CC(F)(F)c1ccc(N)cn1
EN300-1635492,COc1ccc2[nH]cc(CCN)c2n1
EN300-1638369,CC(N)C1(O)CCC1
EN300-1642552,Nc1cc(I)cc(C(F)(F)F)c1
EN300-1581773,CCOc1cccc(NC(=O)c2cccc(N)n2)c1.Cl
EN300-1587496,Cl.NC1CC(COCc2ccccc2)C1
EN300-1592163,NCc1ccc2ncnn2c1
EN300-388312,CC(C)(C)c1nc(N)c2ccc(Br)cc2n1
EN300-396329,NC[C@@H]1C[C@@H]1CO
EN300-1587591,Nc1ccc(-n2ccc(=O)[nH]2)c(F)c1
EN300-1587598,NCC1CCN(c2ccc(F)cc2F)C1
EN300-1587761,Cc1cc(N)cc(N2CCCCC2)c1
EN300-1587923,Cl.NCc1cn2cc(Cl)ccc2n1
EN300-1587928,Cl.Nc1cc(N2CCCS2(=O)=O)ccn1
EN300-1592166,Nc1cccn2ncnc12
EN300-26865927,Cl.NC1(c2c(F)cccc2F)CC(F)(F)C1
EN300-1608534,Cc1ccc([N+](=O)[O-])cc1CN
EN300-1588102,Nc1cnn(C2CC2(F)F)c1
EN300-1588296,COC1(OC)CC(CCN)C1
EN300-1588359,Cl.NC1(CO)COC1
EN300-1608696,Br.Nc1cccc(-c2ccc(O)nc2)c1
EN300-1588844,CCC(F)(F)C(C)(C)N.Cl
EN300-1588924,CCCc1ccc(N)c(C#N)c1
EN300-1589299,Cl.Cl.NCc1ccncc1Cl
EN300-1590020,COc1cc[nH]c(=O)c1CN.Cl
EN300-1590032,CC1(c2ccc(N)cc2)CC1.Cl
EN300-1652872,CN(C)c1cc2[nH]ncc2cc1N
EN300-1590200,CC1(c2ccccc2N)CC1.Cl
EN300-1590230,Cc1sccc1CN.Cl
EN300-1590324,CC1(C)COCCC1N
EN300-1590484,Cn1cc(N2CCC[C@@H]2CN)cn1
EN300-1590523,Cc1ccc(N2CCCCC2)cc1N
EN300-1590564,CCCCc1ccc(N)c(C#N)c1
EN300-1590616,Cc1sc(N)nc1Br
EN300-27750303,CCn1ncc(P(C)(C)=O)c1N
EN300-27777320,CN(C)[C@@H](CN)Cc1ccccc1
EN300-1590673,Cl.NCC(O)c1ccc(O)c(O)c1
EN300-2182736,Cc1cc(C)n(-c2cccc(CN)c2)n1
EN300-2685026,Cc1ccc(C2CCC(N)CC2)cc1
EN300-2691592,Cn1cc(C(N)c2ccccn2)cn1
EN300-2840526,NC(CC1CC1)c1ccc(Cl)cn1
EN300-2958269,COc1nc(N(C)C)ccc1N
EN300-2959237,CCC(CN)C1CCOCC1
EN300-1664809,Nc1ccc2cc(S(=O)(=O)Nc3ccccc3)ccc2n1
EN300-231949,Nc1ccc(N2CCCCC2)c(F)c1
EN300-231994,CCn1cc(N)c(-c2nnc3n2CCCC3)n1
EN300-232232,Nc1cccc(-c2nnc3n2CCCC3)c1
EN300-243670,CC(N)CC(C)(C)O.Cl
EN300-40919,CC(N)c1ccc(NC(=O)Nc2ccccc2)cc1
EN300-80279,CC(N)CN1CCN(c2ccccn2)CC1
EN300-14253,Cc1sc(N)nc1-c1ccc(OC(F)F)cc1
EN300-77714,Nc1cnccc1Cl
EN300-85280,NC1CCCN(c2ccccc2Cl)C1
EN300-253000,Cl.N[C@@H]1C[C@H]1c1ccccc1
EN300-253972,CC(C)(C)C1CCCC1N
EN300-254091,Nc1ncc(-c2cnccn2)s1
EN300-257760,COc1ccc(Cl)cc1C(C)(C)N
EN300-305322,COc1ccc(Cl)cc1-c1cn[nH]c1N
EN300-6929393,CCOC(C)(CN)OCC
EN300-302250,NC1CCCC2(CC1)OCCO2
EN300-1166868,COCc1c(C)cccc1N
EN300-1697329,Cl.Cl.NC[C@@H]1C[C@H](F)CN1CC(N)=O
EN300-1698674,Cl.NCCc1ccnc(O)n1
EN300-1587697,CO[C@@H]1C[C@H](CN)N(c2cc(N(C)C)ncn2)C1
EN300-7850044,Cc1cc(OC(F)F)nc(N)n1
EN300-1666310,CSc1ccccc1CC(C)N.Cl
EN300-7868958,Cl.Cl.NCc1cncn1C1CC1
EN300-7875550,CN(C)Cc1ccc(Br)cc1N
EN300-1666357,Cl.NC1CCN(C(=O)c2ccccc2F)CC1
EN300-7881737,CCS(=O)(=O)c1cnc(N)nc1
EN300-1666443,Nc1ccn(C2CC2(F)F)n1
EN300-8038043,CNC(=O)CCCCCCN.Cl
EN300-1695784,Cl.Cl.Cn1ccnc1C1(CN)NC(=O)NC1=O
EN300-20813464,CC1(C)OC[C@@H](O)[C@H](N)CO1
EN300-228181,Cc1nn(Cc2cccc(Oc3ccccc3)c2)c(C)c1N
EN300-227883,Nc1nn(Cc2ccccc2F)cc1Cl
EN300-228678,Cc1cc(CN)nn1C
EN300-231530,COc1ccc(-c2cc(N)on2)cc1
EN300-233679,Cl.Cl.Cn1cc(C(N)c2ncon2)cn1
EN300-243973,Nc1ncc(C2CCOCC2)s1
EN300-244063,Cl.NCc1ncc(C(F)(F)F)cn1
EN300-244100,Cl.Cl.NC1Cc2cncn2C1
EN300-31141,Cl.NCC(O)c1ccccn1
EN300-258483,CNC(=O)C(CN)Cc1ccc(OC)c(F)c1.Cl
EN300-253680,COc1cc(Br)cc(Br)c1N
EN300-36602241,CN(C)CCn1c(CCN)nc2ccccc21.Cl.Cl.Cl
EN300-28328648,COc1cc(C(=O)NCCN)ccc1N1CCC(=O)NC1=O.Cl
EN300-28328649,COc1cc(C(=O)NCCCCCCN)ccc1N1CCC(=O)NC1=O.Cl
EN300-22330283,Cl.Cl.NCc1ccc(-c2ccccn2)cc1
EN300-20307200,COc1ccc(S(=O)(=O)N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)c(OC)c1
EN300-1232008,CC(N)Cc1ccc(Cl)s1
EN300-1264531,Nc1nnc(C2CC2)[nH]1
EN300-1659497,C=CC1(N)CCCC1.Cl
EN300-1659509,Cl.NCCc1c[nH]c2ccc(OCc3ccccc3)cc12
EN300-708828,CCc1ccc(N)c(Br)c1
EN300-719623,CC(C)(C)N1CCCC(N)C1=O.Cl
EN300-1222454,Cl.Cl.NCc1cn(C2CCOC2)nn1
EN300-1590596,Cl.Cl.NCc1cccc(-c2ccccn2)n1
EN300-365273,Cc1c(N)cc(F)cc1F
EN300-1666505,COCC(N)C(=O)N1CCOCC1.Cl
EN300-1666556,COc1ccc(CCN)c2cc(C)oc12.Cl
EN300-8188155,CC(C)S(=O)(=O)c1cnc(N)nc1
EN300-8211164,CNC(=O)[C@@H](N)C1CCCCC1.Cl
EN300-1666656,Cl.Cl.NCc1nc2c(F)c(F)ccc2[nH]1
EN300-201508,COc1ccc(Cn2nnc(C(N)=O)c2N)cc1
EN300-20880210,Cc1nnc2n1CC(N)CC2.Cl.Cl
EN300-232323,Nc1cc(C(F)(F)F)nn1-c1ccc(Cl)cc1
EN300-234273,Cl.NCC=Cc1ccc(Br)cc1
EN300-38921,CCOc1ccc(C(N)c2ccccc2)cc1.Cl
EN300-243254,CC(C)(C)Sc1ccc(N)cc1F
EN300-243300,COc1ccc(CNC(C)=O)cc1N
EN300-257366,C=CCCn1cc(CN)nn1.Cl.Cl
EN300-257515,NCC1CCC2CC2C1
EN300-189089,Cl.N[C@@H]1C[C@H]1C1CCCCC1
EN300-196960,CC[C@@H]1C[C@H]1N.Cl
EN300-224644,Cl.NC[C@@H]1C[C@H]1c1ccc(Cl)cc1Cl
EN300-97531,Cc1cc(NS(=O)(=O)c2cccc(N)c2)no1
EN300-252482,NCC(CN1CCCC1)C1CC1
EN300-1604853,Cl.Cl.NCc1cnsc1
EN300-1605072,Cl.Cl.NCCCc1ncc[nH]1
EN300-1166015,C=C1COCC1N
EN300-1166963,NC1CCC2OCCC2C1
EN300-1659583,COc1cccc(Cn2cccc(N)c2=O)n1
EN300-1659588,COc1nccc(-c2cccc(N)c2)n1
EN300-1661033,CC(C)(N)C1CCCO1.Cl
EN300-1661036,Cl.NC1(c2nnn[nH]2)CC1
EN300-1661037,Cl.Cl.Nc1cnc(N2CCOCC2)c(Cl)c1
EN300-1661112,Cl.NC1(Cc2ccc(F)cc2F)CC1
EN300-1232100,NCC(O)Cn1ccnc1
EN300-1233032,NCC(O)Cn1cccn1
EN300-1270179,N#CC1CCC2(CCOCC2)C1N
EN300-379802,CC(C)(C)c1cc(CN)on1
EN300-8391821,Cl.NCCCCc1ccc(Cl)cc1
EN300-8494386,Cl.NCC(=O)Nc1ccccc1F
EN300-1696045,Cl.N[C@@H]1C[C@@H]2CCC[C@]2(CO)C1
EN300-378270,Nc1nc2cccc(C(F)(F)F)c2s1
EN300-232416,Cc1nnn(-c2ccc(N)cc2)n1
EN300-232693,Cn1nc(N)cc1COCC(F)F
EN300-232467,Nc1cc(C(=O)N2CCOCC2)[nH]n1
EN300-232713,Cn1nc(CN)cc1C1CC1
EN300-236524,NCC1CCN(c2ccccn2)CC1
EN300-232499,CN(C)C(=O)c1cc(N)n[nH]1
EN300-02166,Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1
EN300-227522,Nc1nc(Cl)c2ccsc2n1
EN300-233443,CC1(C)OCCC1N.Cl
EN300-254386,N#Cc1nc(N)ccc1Br
EN300-254617,COc1c(N)ncnc1Cl.Cl
EN300-3070431,Nc1nc(C2CCCCCC2)ns1
EN300-254994,NCc1nnc(C2CC2)s1
EN300-255070,Nc1ccc2ccnc(Cl)c2c1
EN300-255680,CN(C)C1(CN)CC1
EN300-37082240,Cc1c(Br)ccc(F)c1CN.Cl
EN300-37104431,CCc1cc(F)cc(N)c1OC.Cl
EN300-1226937,Nc1ccc(N2CCC(F)(F)C2)cc1
EN300-1244117,CC1(C)CCCC1(N)CO
EN300-1265938,Cl.Cl.NC1CCN(Cc2ccccc2)CC1
EN300-1266259,CO[C@@H]1CC[C@H]1N.Cl
EN300-3113925,CN(C)C1(CN)CCC(F)(F)CC1
EN300-3154048,CCc1cc(N)c(C)cc1F
EN300-1661159,Cl.Nc1c(F)cc(F)cc1I
EN300-1662341,CC1=C([Si](C)(C)C)C1CN.Cl
EN300-1662361,CC1CCC(N)(CO)c2ccccc21.Cl
EN300-1662363,Cl.NC1CC2(CCOC2)Oc2ccccc21
EN300-1662366,CN1CC(C)(C)CCC1CN.Cl.Cl
EN300-1662395,CC(C)(O)CCCN
EN300-1662457,Cl.NCC1CC(F)C1
EN300-1605384,CC(N)C1(O)CCCCC1.Cl
EN300-1608625,COc1nccc(N)c1I
EN300-1609272,CO[C@@H]1CN(C)C[C@H]1N
EN300-1655741,CC(C)(CCN)C(F)(F)F.Cl
EN300-1655839,Cl.Cl.NCCn1cccnc1=O
EN300-1667040,CC(C)(C)C(C)(O)CN.Cl
EN300-1688987,CCCCOc1ccc(C(C)N)cc1
EN300-1696751,Cl.Cl.NCc1ccnn1C1CCCC1
EN300-66002,CC(C)(C)C(N)c1cccc(C(F)(F)F)c1.Cl
EN300-222180,C[C@H](N)C(C)(C)C#N
EN300-109352,Nc1nc(CCO)cs1
EN300-213577,Nc1n[nH]cc1-c1ccc(Cl)cc1
EN300-223712,NCC(CN1CCS(=O)(=O)CC1)C(F)(F)F
EN300-233546,COC(CN)Cc1ccccc1
EN300-69323,CNS(=O)(=O)c1cc(N)ccc1OC
EN300-256516,CCC(C)CN.Cl
EN300-256939,N[C@@H]1CCOC1
EN300-262090,COc1cc(CN)c(Br)cc1O.Cl
EN300-262389,C[C@@]1(O)CC[C@H]1N.Cl
EN300-37109766,CCC(N)c1ccc(Br)c(F)c1.Cl
EN300-37102396,Cl.Cl.NC1CN(CCCO)C1
EN300-1272186,NCc1cc(C(F)F)no1
EN300-1600729,CC(C)(C#N)CCN
EN300-1663099,CC(C)C[C@H](N)C(=O)Nc1ccccc1
EN300-1664155,CN1CCC(N)C2CCCC21
EN300-1664736,Cl.NCc1cc(Cl)nnc1Cl
EN300-1664798,Cl.Nc1ccnc2c1CCCC2
EN300-1699784,Cc1ncc(Cn2c(C)c(CCO)sc2=S)c(N)n1
EN300-1689152,Cl.NCCCOC(F)(F)F
EN300-1256345,Nc1cc(F)cc(Br)c1O
EN300-1696861,Cl.NCC1=CCCCO1
EN300-1696933,Cc1cc(=O)n(CCN)cn1.Cl.Cl
EN300-218170,Cn1c(=O)c2c(N)[nH]nc2n(C)c1=O
EN300-219686,Cl.NC(CO)CC1CCC1
EN300-226269,Cl.Nc1ccc2ccoc2c1
EN300-230683,N#Cc1cnn(-c2ccccc2F)c1N
EN300-226878,Nc1ccc(Cl)cc1OCc1ccccc1
EN300-229133,Cc1nn(Cn2ccc(N)n2)c(C)c1Cl
EN300-229439,CCn1ncc(N)c1C(=O)NCc1ccco1
EN300-229715,Cc1cc(N)nn1Cc1c(F)cccc1Cl
EN300-228977,CCOc1ccc(COc2ccc(N)cc2)cc1OCC
EN300-108950,CCC(C)(N)CCO
EN300-105732,Cl.Cl.NCCc1nc2cc(F)ccc2s1
EN300-112601,CCN(CC)CCCNC(=O)c1ccc(N)cc1Cl.Cl
EN300-112494,CNC(=O)c1cc(Br)ccc1N
EN300-114607,COC(CN)CO.Cl
EN300-122568,Nc1cccnc1OCC(F)F
EN300-21834433,Cl.NCc1c(F)cc(Cl)cc1F
EN300-267374,CC[C@@H](N)c1ccccc1F.Cl
EN300-1608574,Cc1ncnc(N)n1
EN300-1608602,NCc1csc(-c2cc3ccccc3o2)n1
EN300-1608737,CN1C[C@H](N)CC1=O
