ID,SMILES
EN300-31108,FC(F)(F)c1ccc2c(c1)CCCN2
EN300-33337,CCc1oc2ccccc2c1CNC
EN300-39449,CN(C)CCCNC(=O)C1CCNCC1
EN300-42265,O=C(c1cccc(Cl)c1Cl)N1CCNCC1
EN300-39986,CNC1CC1
EN300-09191,Cc1cccc(NC(=O)CNCC2CCCO2)c1C.Cl
EN300-26417,CNC(C)c1ccc(-n2cnc3ccccc32)cc1
EN300-24440,O=C(CNc1ccccc1)Nc1ccccc1
EN300-26665,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
EN300-30563,CC(C)NCc1nnc(-c2ccc(Cl)cc2)o1.Cl
EN300-30627,CNCC(=O)N1c2ccccc2NC(=O)CC1C.Cl
EN300-50972,CC(C)(C)OC(=O)N1CCCNCC1
EN300-26291,CC1NCC2(CCCC2)c2cc3c(cc21)OCCO3.Cl
EN300-05031,Cl.O=S(=O)(c1ccccc1F)N1CCNCC1
EN300-44977,Cc1cccc(NC(=O)C2CCNCC2)n1
EN300-44925,Cc1cccc(NC(=O)C2CCCNC2)n1
EN300-15052,CC1CC(C)CN(C(=O)CN2CCNCC2)C1
EN300-25638,Cl.c1ccc(-c2nc(CN3CCNCC3)cs2)cc1
EN300-39445,O=C(CCc1ccccc1)NC1CCNCC1
EN300-30566,CC(C)(C(=O)N1CCNCC1)c1ccccc1.Cl
EN300-14778,COc1ccccc1CNCCCO.Cl
EN300-12553,O=S(=O)(c1ccc(F)c(Cl)c1)N1CCNCC1
EN300-24247,COc1ccc2c(c1)CCCN2
EN300-26552,C1=C(c2c[nH]c3ncccc23)CCNC1
EN300-27667,CC(C)c1noc(CN2CCNCC2)n1.Cl.Cl
EN300-27128,CNC(C)c1ccc(F)c(F)c1
EN300-21833,S=c1nc2ccccc2c(Nc2ccccc2Cl)[nH]1
EN300-33076,c1coc(CNC23CC4CC(CC(C4)C2)C3)c1
EN300-09192,CC(C)NCC(=O)Nc1ccc(F)cc1.Cl
EN300-24192,CCOc1ccc(S(=O)(=O)N2CCNCC2)cc1OCC.Cl
EN300-06728,Cc1c(Cl)cccc1NC(=O)CC1Nc2ccccc2NC1=O
EN300-15354,Cl.O=C(CNCc1ccco1)Nc1ccccc1
EN300-60935,CCS(=O)(=O)N1CCNCC1
EN300-15032,O=C(Nc1ccccc1O)C1CCNCC1
EN300-23524,NC(=O)CCNc1ccccc1Cl
EN300-59274,CNc1ccccc1F
EN300-26434,CNC(=O)C(NC)c1ccc(Cl)cc1
EN300-45514,O=C(Nc1ncccn1)C1CCNCC1
EN300-11706,C(=Cc1ccccc1)CNc1ccc2c(c1)OCCO2
EN300-12815,CCNCc1ccc(OCc2cccs2)c(OC)c1
EN300-06741,Oc1ccccc1CNCc1ccco1
EN300-10023,CNC1(C#N)CCCCC1
EN300-07236,O=S(=O)(c1cccc(Br)c1)N1CCNCC1
EN300-11583,CCNCc1ccc(Cl)s1
EN300-06469,Cc1ccc(NC(=O)CC2Nc3ccccc3NC2=O)c(C)c1
EN300-02424,Cc1cc(C)cc(Nc2nc3ccccc3s2)c1
EN300-12932,c1csc(CNCc2cccs2)c1
EN300-06862,CSCCC1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2NC1=O
EN300-09096,Cc1ccc2sc(NCc3ccccc3)nc2c1C
EN300-11660,C=CCOc1ccccc1CNc1ccc2c(c1)OCCO2.Cl
EN300-06789,Cc1cc(C)cc(Nc2nc(-c3ccc(F)cc3)cs2)c1
EN300-11802,CCCCCNCc1ccc(Cl)cc1
EN300-35261,O=C(CNCc1ccco1)Nc1ccccc1Br
EN300-06237,COc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)c1
EN300-43493,CC1CCC(C(N)=O)CN1
EN300-06253,O=C(CC1Nc2ccccc2NC1=O)Nc1ccccc1
EN300-07302,CCOC(=O)CNc1ccc(F)cc1
EN300-11504,Cl.O=C(c1ccccc1Cl)N1CCNCC1
EN300-06747,COc1ccc(NCc2ccccc2O)cc1
EN300-31643,CCNC(=O)c1ccc2n1CCNC2C
EN300-40243,CNc1ccc(C#N)cc1
EN300-31758,CCc1ccc(C(=O)N2CCNCC2)cc1.Cl
EN300-39037,COCCNCCCN(C)C
EN300-33612,Cl.Clc1ccc(OC[C@@H]2CCCN2)cc1
EN300-33558,Cn1cnnc1C1CCCNC1
EN300-33138,Cc1cccc(CNC2CC2)c1
EN300-33641,Cl.Clc1ccc(-c2noc(CN3CCNCC3)n2)cc1
EN300-40745,O=C(c1ccccc1Cl)N1CCNCC1
EN300-37088,c1ccc(CN2CCC(Nc3ncccn3)CC2)cc1
EN300-35650,OCCNc1ccccn1
EN300-43236,CNc1ncccn1
EN300-43973,CCNc1ccc(Br)cn1
EN300-43054,Clc1ccc(NCc2cccnc2)c(Cl)c1
EN300-33669,Cl.Clc1ccc2c(c1)NCCS2
EN300-30913,Cl.O=C(NC1CC1)C1CCCN1
EN300-30911,CCNC(=O)CN1CCCNCC1.Cl.Cl
EN300-35667,N#Cc1nc(C2CC2)oc1N1CCNCC1
EN300-33342,C=CCNCc1ccccc1
EN300-30906,COC(=O)CN1CCCNCC1.Cl.Cl
EN300-42439,O=C(NCCc1cccs1)C1Cc2ccccc2CN1
EN300-32891,CCNc1cccc(Cl)c1
EN300-45552,Cn1cc(CNc2ccccc2C(F)(F)F)cn1
EN300-39566,CN(C)CCNC(C)(C)C
EN300-37099,Cc1ccc(CNc2ccc3c(c2)OCCO3)s1
EN300-44183,CCCCNc1ccc(N2CCOCC2)cc1
EN300-42931,CNCc1ccccn1
EN300-32913,N#Cc1ccccc1NCc1ccccc1
EN300-45471,Brc1ccc(NCc2cccs2)cc1
EN300-32039,Cl.O=C(C1CSCN1)N1CCOCC1
EN300-42219,CCOCCOC1CCNCC1
EN300-52306,CCOC1CCNCC1
EN300-35775,C1COC(CNC2CCSC2)C1
EN300-35877,COCCNC1CCSC1
EN300-32459,COCCNC(C)c1ccccc1
EN300-32899,Clc1ccc(NCc2ccco2)cc1
EN300-32034,CC1CN(S(=O)(=O)N2CCNCC2)CC(C)O1
EN300-33309,Cl.c1ccc(-n2nnnc2N2CCNCC2)cc1
EN300-39370,CCC(CC)NCCOC
EN300-32588,Fc1cccc(CNC2CCCC2)c1
EN300-32385,Fc1ccccc1CNc1ccccc1
EN300-49785,Clc1ccc(NCc2ccccn2)cc1
EN300-33319,CCNCc1nc(C2(NC(C)=O)CCCC2)no1.Cl
EN300-32596,CC(C)CCNC1CCCC1
EN300-33000,Cc1cc(F)ccc1NCc1ccco1
EN300-33036,CCNc1cccc(OC)c1
EN300-31975,Cl.O=C(c1ccc(O)cc1)N1CCNCC1
EN300-39272,CC1CCN(S(=O)(=O)N2CCNCC2)CC1
EN300-35713,CN1CCN(S(=O)(=O)N2CCNCC2)CC1
EN300-32609,COc1ccc(CNCc2ccccc2)cc1
EN300-32615,Cc1ccccc1CNCc1ccccc1
EN300-31494,Cl.O=C(Nc1nccs1)C1CCCN1
EN300-31388,CCC(C)c1ccc(S(=O)(=O)N2CCNCC2)cc1.Cl
EN300-33002,Cc1cc(F)ccc1NCc1ccc(C#N)cc1
EN300-33377,Fc1cccc(-c2ccc(CN3CCNCC3)s2)c1
EN300-31896,COC(=O)C1Cc2ccccc2CN1.Cl
EN300-32616,Cc1ccc(CNCc2ccccc2)cc1
EN300-31519,COc1ccc(CNC2CCS(=O)(=O)C2)cc1.Cl
EN300-35485,c1ccc2c(c1)NCCO2
EN300-32626,CC(NCc1ccccc1)c1cccs1
EN300-31518,CC1COC(C)CN1
EN300-32641,Fc1ccccc1CNCc1ccccc1
EN300-44830,NC(=O)c1ccc(CNc2cccc(F)c2)cc1
EN300-49098,COc1ccccc1CNCCO
EN300-39162,CCC(CC)NCCO
EN300-42571,CCOC(=O)CNC1CC1
EN300-49596,COc1ccc(NCCO)cn1
EN300-40471,COC(=O)CNCC(F)(F)F
EN300-39084,CN(C)CCNCC(F)(F)F
EN300-43130,c1ccc2[nH]c(C3CCCNC3)cc2c1
EN300-33436,Cl.O=S(=O)(NCc1ccccc1)N1CCNCC1
EN300-32550,CC(C)CNC1CCCC1
EN300-31569,COc1ccc2c(c1)CCNCC2.Cl
EN300-31642,CC1NCCn2c(C(=O)NC3CC3)ccc21
EN300-31639,CC(C)NC(=O)c1ccc2n1CCNC2C
EN300-31753,CCC1(c2ccccc2)NC(=O)N(CC(=O)N2CCNCC2)C1=O.Cl
EN300-39916,CN(C)C(=O)CNCC(F)(F)F
EN300-32552,CC(C)CNCCc1ccccc1
EN300-31662,CC1NCCn2c(C#N)ccc21.Cl
EN300-31670,CC(c1nc(Cc2ccccc2)no1)N1CCNCC1.Cl
EN300-31837,Cn1cnnc1C1CCNCC1
EN300-33547,CNCc1ccc(C(=O)OC)cc1.Cl
EN300-33531,CCNCC(F)(F)F.Cl
EN300-31224,CNC1CCCCC1C.Cl
EN300-36040,CNC(=O)C1CCCCN1
EN300-30764,COc1ccc(CC2CNC2)cc1.Cl
EN300-30821,Cl.O=C(c1ccccc1)N1CCCNCC1
EN300-08975,O=[N+]([O-])c1cccc(S(=O)(=O)N2CCNCC2)c1
EN300-45323,Cc1cccnc1NC(=O)C1CCCNC1
EN300-17867,CCCCNc1nc2ccccc2[nH]1
EN300-31279,Cc1ccccc1-c1noc(CN2CCNCC2)n1.Cl
EN300-91375,CNCCc1cccnc1.Cl.Cl
EN300-36053,CC1Cc2cc([N+](=O)[O-])ccc2N1
EN300-31299,Cc1ccc(-c2noc(C(C)N3CCNCC3)n2)cc1
EN300-31326,CC(C)CNCC(N)=O.Cl
EN300-31327,CCOC(=O)CN1CCCNCC1.Cl.Cl
EN300-31330,Cl.O=C(NCc1ccccc1)C1CSCN1
EN300-45425,Cc1csc(NC(=O)C2CCNCC2)n1
EN300-09519,CCOc1ccc(CNCCCN(C)C)cc1OCC.Cl.Cl
EN300-41360,Cc1ccc(CNC(=O)C2CCNCC2)cc1F
EN300-31270,FC(F)(F)c1ccc(CNC2CC2)cc1
EN300-30789,CN(C)C(=O)CN1CCCNCC1
EN300-30537,O=C(c1ccc(F)cc1)N1CCNCC1
EN300-02907,Cc1csc(Nc2ccccc2)n1
EN300-04961,COc1ccc(NCCC#N)cc1
EN300-10712,CCN(CC)C(=O)CNC.Cl
EN300-30753,Cl.O=C(NCC(F)(F)F)c1ccc(CNC2CC2)cc1
EN300-23498,Cc1cccc(N2CCNCC2)c1
EN300-30792,N#Cc1nc(-c2ccco2)oc1N1CCNCC1
EN300-33249,CNC(C)c1cc(F)ccc1F
EN300-33269,Cc1cccc(CNCc2ccco2)c1
EN300-07798,CNCC(=O)Nc1ccc(Cl)c(Cl)c1.Cl
EN300-36172,O=C(c1cc2ccccc2o1)N1CCNCC1
EN300-32202,CCCNC(CC)c1ccccc1
EN300-43059,CCCNC(C)c1ccccc1Br
EN300-32210,CCCNC1CCc2ccccc21
EN300-39801,O=C(c1ccc(Br)o1)N1CCNCC1
EN300-37200,Cc1cc(F)c2c(c1)CCCN2
EN300-25964,c1ccc2[nH]c(C3CCCNC3)nc2c1
EN300-06878,COc1ccc(NC(=O)CC2Nc3ccccc3NC2=O)cc1
EN300-31205,CC(C)C(C)NC1CC1.Cl
EN300-07917,O=S1(=O)C=CC(Nc2cccc(C(F)(F)F)c2)C1
EN300-12849,CCc1cccc(Nc2nc3ccccc3s2)c1
EN300-12846,c1ccc(Nc2nc3ccccc3s2)cc1
EN300-27714,CNC1CCc2ccccc21
EN300-31139,CC(C)(C)OC(=O)NCC1CNc2ccccc21
EN300-39077,CCC1CCC(NC2CC2)CC1.Cl
EN300-39193,CCNC(C)COC.Cl
EN300-39202,CCCCNCC(F)(F)F.Cl
EN300-38882,CNC1CCN(C(=O)OC(C)(C)C)CC1
EN300-41061,CNCc1csc2ccccc12.Cl
EN300-41062,O=[N+]([O-])c1cccc(N2CCNCC2)c1
EN300-37404,CC1(C)CNCCO1
EN300-39688,Cl.O=C(c1ccc([N+](=O)[O-])s1)N1CCNCC1
EN300-43458,C1CCC2OCCNC2C1
EN300-39332,CC1=CC(C)(C)Nc2ccccc21.Cl
EN300-45263,COC(=O)CCNc1ccc(C)cc1
EN300-40447,CCC(CC)NCC(F)(F)F.Cl
EN300-39200,CCCCNCC(N)=O.Cl
EN300-39955,CNC(C)c1nc2ccccc2s1.Cl
EN300-41264,Cc1cc(C2CCCN2)on1
EN300-39335,CCNCc1ccco1.Cl
EN300-40020,Cl.Cl.O=C(c1ccncc1)N1CCCNCC1
EN300-84483,CC(O)CNCc1ccccc1
EN300-39207,CCN(CC)CCNC(=O)C1CCNCC1.Cl
EN300-40153,CNCC(N)=O.Cl
EN300-63925,CNCc1ccccc1-c1ccccc1
EN300-39429,CCOCCCNCC(F)(F)F.Cl
EN300-39369,Br.CNCc1ccc(O)cc1
EN300-40200,CCCC(=O)NC1CCNCC1.Cl
EN300-40219,Cl.O=C(Nc1ccc(F)cc1)NC1CCNCC1
EN300-39443,CNCC(=O)NC1CCS(=O)(=O)C1.Cl
EN300-40298,CNCc1nnc2n1CCCCC2.Cl.Cl
EN300-40283,Cl.Cl.O=C(NC1CCNCC1)c1ccccn1
EN300-39806,COc1ccc2[nH]cc(C3=CCNCC3)c2c1
EN300-43876,CNCCCCc1ccccc1
EN300-49533,c1cnc2[nH]cc(C3CCNCC3)c2c1
EN300-48628,C(CC1CC2CCC1C2)NC1CC1
EN300-39527,NC(=O)c1ccc(S(=O)(=O)N2CCNCC2)o1
EN300-39517,CCNC(C)c1cccc(OC)c1.Cl
EN300-41001,Cl.Cl.c1ccc(SCCN2CCNCC2)cc1
EN300-38912,CCNCc1ccc(O)c(OCC)c1.Cl
EN300-39187,Oc1ccc2c(c1)CNCC2
EN300-39276,CNCCCC(=O)OC.Cl
EN300-40498,CC(C)NCC(F)(F)F.Cl
EN300-36205,C1CCN2CCNCC2C1.Cl.Cl
EN300-36982,CCC1CCCNC1
EN300-36921,Cl.NS(=O)(=O)C1CCCNC1
EN300-36942,Cl.O=S(=O)(NC1CCNCC1)c1ccc(F)cc1
EN300-36510,Cl.O=S(=O)(c1cccc(F)c1)N1CCNCC1
EN300-42542,CC(C(=O)Nc1cccc(F)c1)N1CCNCC1
EN300-42258,CC(C)C(C)Nc1ccnc2cc(Cl)ccc12
EN300-37169,N#CCCNC1CC1
EN300-36484,CNC1c2cc(Cl)cc(Cl)c2CC1O.Cl
EN300-37085,Cl.c1ccc2sc(N3CCNCC3)nc2c1
EN300-35809,CNC1CCCC(C)C1.Cl
EN300-37189,CN(C)CCNc1nc2ccccc2s1.Cl
EN300-37177,CC(C)NCC1CC1.Cl
EN300-42883,CCCCCCCNCCCO
EN300-35853,Cl.O=C(Nc1cc(F)cc(F)c1)C1CCCCN1
EN300-36513,CCN(CC)C(=O)N1CCNCC1.Cl
EN300-35763,Cl.O=C(Nc1cc(Cl)cc(Cl)c1)C1CCCN1
EN300-45152,COC(=O)CCNCC(C)C
EN300-37329,CNCC(F)(F)F.Cl
EN300-36050,CN(C)CCNC(=O)C1CCNCC1.Cl.Cl
EN300-39867,FC(F)n1ccnc1CNC1CC1
EN300-44823,C1Cc2nnc(C3CCNCC3)n2C1
EN300-37299,c1ccc2c(c1)CCCCN2
EN300-36730,CCNCC(C)C.Cl
EN300-39003,O=C1NC2CCCC1CNC2
EN300-36877,Cl.N#Cc1c(F)cccc1N1CCNCC1
EN300-35996,Cl.Cl.c1ccc(-n2cc3c(n2)CCNC3)cc1
EN300-36204,C1C[C@H]2CNCCN2C1.Cl.Cl
EN300-36141,CNCc1cccc([N+](=O)[O-])c1.Cl
EN300-36794,Brc1cccc(-c2ccc(CN3CCNCC3)s2)c1
EN300-36890,CCS(=O)(=O)NC1CCNCC1.Cl
EN300-36124,Cl.FC(F)(F)Oc1ccc2c(c1)CCNC2
EN300-49117,Cl.Cl.Clc1cccnc1N1CCNCC1
EN300-56447,COCCOC1CCCNC1
EN300-51138,CCOC(=O)CNc1ccccc1F
EN300-52063,Cc1csc(NCC(F)(F)F)n1
EN300-52292,CC(=O)Nc1cccc2c1NCCC2
EN300-45119,CN(CC1CCCNC1)C(=O)OC(C)(C)C
EN300-51477,CCCNCC(=O)NC
EN300-51713,CCNCC#N
EN300-45038,CCC(C)NC.Cl
EN300-45100,Cl.c1ccc(CCC2CCCN2)cc1
EN300-45104,Cl.c1ccc(C2CCCCCN2)cc1
EN300-45001,Cl.O=C(CNCc1ccccc1F)Nc1ccccc1F
EN300-50923,CC1CCC(C)N1c1cccc2c1NCCC2
EN300-51055,CCOC(=O)c1cnn2c1NCCC2
EN300-45174,Cl.Clc1cccc(N2CCNCC2)n1
EN300-45185,Cl.O=C1c2ccccc2C(=O)N1CC1CCNCC1
EN300-45200,CCN(CC)S(=O)(=O)CCC1CCNCC1.Cl
EN300-45235,Cc1ccc(CNC2CCc3ccccc32)cc1.Cl
EN300-45233,CNCC1CC1.Cl
EN300-45266,CNCCOc1cccc(C)c1.Cl
EN300-45159,Cl.Cl.O=C(NCCCN1CCOCC1)C1CCNCC1
EN300-49074,CCOc1ccccc1CNC.Cl
EN300-49088,Cl.O=C(Oc1ccccc1)N1CCNCC1
EN300-49079,COc1ccnc(N2CCNCC2)n1.Cl.Cl
EN300-49587,CNCc1ccn(-c2ccccc2)n1.Cl
EN300-45330,Cl.O=C(OCCC1CCCCN1)c1cccc([N+](=O)[O-])c1
EN300-49609,COC(=O)c1nnn(C2CCNCC2)c1C(=O)OC.Cl
EN300-49697,Cl.Fc1ccc(NCc2cccs2)cc1
EN300-51376,Cl.Clc1ccc(CNc2ccccc2Cl)cc1
EN300-50537,Cl.FC(F)(F)COCC1CCNCC1
EN300-49845,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
EN300-49816,Cl.FC(F)(F)c1cccc(CCC2CCNCC2)c1
EN300-49830,CNc1cc(Cl)ccc1Cl.Cl
EN300-45585,CC1CCN(C(=O)C2CCNCC2)CC1.Cl
EN300-45481,CNCC(=O)N(C)C1CCN(C)CC1.Cl.Cl
EN300-49777,Cl.O=C1NCCN1C1CCNCC1
EN300-49781,CNCc1ccccc1F.Cl
EN300-49928,Brc1ccc(NCc2cccnc2)cc1
EN300-49929,Fc1ccc(NCc2ccccn2)cc1
EN300-49932,Brc1ccc(NCc2ccccn2)cc1
EN300-49768,COc1cc(CNC(C)(C)C)ccc1O.Cl
EN300-49823,CNCCCc1cc(-c2ccc(F)cc2)n(C)n1.Cl.Cl
EN300-55611,Cc1ccc(C2CCCN2)cc1C
EN300-48608,CCCCN(C)C(=O)C1CCNCC1.Cl
EN300-51246,C1NC2CC3CC1CC(C3)C2
EN300-51452,Cl.Oc1ccc2c(c1)CCNCC2
EN300-62897,c1n[nH]cc1C1CCNCC1
EN300-50892,Cl.O=C(CCC1CCCCC1)N1CCNCC1
EN300-50965,CNc1cc(C)ccc1C.Cl
EN300-50966,CNc1cc(C)cc(C)c1.Cl
EN300-51992,CN(C)CCC1CCNCC1
EN300-51346,COCc1nccc(C2CCCNC2)n1
EN300-50672,CC(C)COC1CCNCC1.Cl
EN300-43014,Cl.Cl.c1cnn(C2CCNCC2)c1
EN300-44929,CC1CCC(C)N1C1CCCNC1.Cl.Cl
EN300-44969,CC1(C)Cc2cccc(OC3CCNCC3)c2O1.Cl
EN300-43128,CNCCCc1cc(-c2ccc(F)cc2)n[nH]1
EN300-43207,CC1CC(C)CN(C2CCNCC2)C1.Cl.Cl
EN300-43122,CC1Cc2ccccc2N1C1CCNCC1.Cl.Cl
EN300-41417,Cl.O=C(NCCc1ccccc1F)C1CCNCC1
EN300-43214,CCn1c2ccccc2c2cc(CNC)ccc21
EN300-43288,CC(C)CC(=O)N1CCNCC1.Cl
EN300-43305,Cl.Fc1ccc(OC2CCNCC2)c(F)c1
EN300-41276,Cc1ccc(Nc2snc(O)c2C#N)cc1
EN300-43369,Cl.O=S1(=O)N=C(N2CCNCC2)c2ccccc21
EN300-43426,CN1CCC(N(C)C(=O)C2CCNCC2)CC1.Cl.Cl
EN300-43380,Cc1cccc(C)c1OC1CCNCC1.Cl
EN300-43318,CN(C)CCNC(=O)C1CCc2ccccc2N1.Cl.Cl
EN300-43428,CC(C)CN1CCNCC1.Cl
EN300-43543,CNCCCc1cc(-c2ccc(F)cc2)n(C)n1
EN300-44124,CNCc1cccc(C(F)(F)F)c1.Cl
EN300-44116,CC(C)N(CC1CCCNC1)C(=O)OC(C)(C)C
EN300-42400,CC(C)CCOC1CCNCC1.Cl
EN300-41281,CNC1CCCC1.Cl
EN300-41547,CC(C)N(C)C(=O)CC1CCNCC1.Cl
EN300-43525,Cl.Fc1cccc(C=C2CCNCC2)c1
EN300-44204,CCCNC(C)c1ccc(Cl)c(Cl)c1.Cl
EN300-41544,CC(C)CCOCC1CCNCC1.Cl
EN300-43573,CNCCc1ccccc1.Cl
EN300-43597,COc1cc(C(=O)N2CCNCC2)ccc1C.Cl
EN300-44205,CC(C)N(CCNC(=O)C1CCNCC1)C(C)C.Cl.Cl
EN300-43655,CCOC(=O)CC(c1ccccc1)C1CCNCC1.Cl
EN300-42634,CNCC(OC(C)C)c1ccccc1.Cl
EN300-41698,C#CCNC1CCc2ccccc21.Cl
EN300-43895,C1CCC2NC2C1
EN300-42673,Cl.O=C(NCC1CC1)C1CCCNC1
EN300-43853,CNCCCCCc1cc(-c2ccccc2)n[nH]1
EN300-42727,CC(O)C1CCCNC1
EN300-42777,CC(O)CNC(=O)C1CCNCC1.Cl
EN300-42818,Cc1c(Cl)ccc2c1NCCC2.Cl
EN300-53176,COC(=O)CNCc1ccccc1C.Cl
EN300-56464,CCC1CNCCO1.Cl
EN300-57163,CC1CN(C(=O)OC(C)(C)C)CCN1
EN300-57176,CCNC(C)C(C)C.Cl
EN300-54940,CCNCC1CCCO1
EN300-53960,CNc1ccc(F)c(F)c1
EN300-53173,CN(C)CCNCc1cccc(O)c1.Cl.Cl
EN300-53210,CCOC(=O)c1nc2c(s1)NCCCC2
EN300-54363,CC(C)(C)OC(=O)N1CCC[C@H]1Cn1nnnc1NC1CC1
EN300-55326,CCNCC(C)O
EN300-51633,COCCCNC(=O)C1CCNCC1.Cl
EN300-56114,CC(C)CNc1cc(F)cc(F)c1.Cl
EN300-55192,CC(C)(C)OC(=O)N1CC2=C(CNC2)C1.Cl
EN300-53222,COc1ccc2[nH]cc(C3CCNCC3)c2c1
EN300-55142,Cc1cccc(NCC(F)(F)F)c1C
EN300-53946,CNCc1ccc(C)cc1.Cl
EN300-53354,Br.Oc1ccc(C2CCCN2)cc1
EN300-53427,CNC(C)c1ccc2ccccc2c1.Cl
EN300-56539,O=C(Cc1ccccc1F)N1CCNCC1
EN300-53664,CNCCCc1nc2ccccc2[nH]1.Cl.Cl
EN300-56413,CCN(CC)CCNCc1ccc(Cl)c(Cl)c1
EN300-55504,CC(C)C1CCCN1
EN300-55758,Clc1cccc2c1NCCC2
EN300-54385,CN1CCN(CC2CCNCC2)CC1
EN300-54924,CNc1ccccc1I.Cl
EN300-55011,CC(C)c1nc(CN2CC3CNCC3C2)no1.Cl.Cl
EN300-56319,CNC(=O)C1CCNCC1.Cl
EN300-52571,CCNc1ccc(OC)nc1
EN300-55087,Cl.O=C1NCCN1C1CCCNC1
EN300-52222,CNc1ccc(C(C)(C)C)cc1
EN300-53571,CC(NC1CC1)c1ccc2c(c1)OCCCO2.Cl
EN300-53273,CC(C)CNC1CCN(C)CC1
EN300-56199,c1ccc(CCNCc2ccncc2)cc1
EN300-52892,CN(C)CCNCC1CCCCC1.Cl
EN300-60694,C#CCNC(C)c1ccc2c(c1)NC(=O)CO2
EN300-56005,CC(C)Nc1cccnc1
EN300-60029,NC(=O)[C@@H]1Cc2ccccc2N1
EN300-54052,CCNC(CC)c1ccc(C)cc1.Cl
EN300-52095,c1ccc(CCNCc2cccnc2)cc1
EN300-51883,CNCc1ccc(OC)c(O)c1
EN300-54902,Cc1cc(C(=O)NC2CCNCC2)no1.Cl
EN300-53922,Cl.NC(=O)CNCc1cccc(Oc2ccccc2)c1
EN300-54883,CC1CCC2NCCCC2C1
EN300-55178,CNc1cccc(C(C)C)c1
EN300-56148,CNCCCOc1ccc(S(C)(=O)=O)cc1
EN300-54124,CC(=O)NCC1CCNCC1
EN300-51818,CNCC(=O)N1CCC(O)CC1.Cl
EN300-52274,CCN(CC)CCNc1cccc(Br)c1
EN300-52560,O=C(c1ccc(Cl)cc1)N1CCCNCC1
EN300-55390,CNC(C)CC(C)C
EN300-53262,C=CCNCC.Cl
EN300-54713,COCCCCNCc1ccccc1
EN300-55511,OCCNCc1ccccc1Br
EN300-52078,CNCc1cccc(C(N)=O)c1.Cl
EN300-59013,O=[N+]([O-])c1cc(NCC2CC2)ccc1Cl
EN300-52583,Cl.OCCCNCc1ccc(Cl)c(Cl)c1
EN300-51182,CCNCCC(=O)OC
EN300-52257,C1NC2CC3CC1CC(C3)C2.Cl
EN300-50627,Cl.FC(F)(F)CNCC(F)(F)F
EN300-51384,Fc1ccc(CC2CCCN2)cc1
EN300-51310,CCNCC(=O)OCC
EN300-52040,Cl.OC1(C(F)(F)F)CCNCC1
EN300-53934,CNCC(O)COCc1ccccc1
EN300-54061,CNCC(O)COc1ccc2c(c1)OCO2
EN300-53430,c1ccc(CNc2ccncc2)cc1
EN300-55276,CCOC(=O)c1ccc(N2CCNCC2)nc1.Cl.Cl
EN300-52698,CCNCc1ccc(-c2ccc(C(F)(F)F)cc2)o1
EN300-55121,COc1ccc2[nH]c(NCc3ccccc3)nc2c1
EN300-56459,COc1cccc(C(=O)N2CCNCC2)c1OC.Cl
EN300-59388,CN1CCC(Nc2cccc(F)c2)CC1
EN300-56100,CC(C)(C)OC(=O)N1CCC2NCC2C1
EN300-55926,Cl.O=C(Cc1ccccn1)N1CCCNCC1
EN300-57301,COc1ccc(CCN2CCNCC2)cc1
EN300-54189,CNc1ccc(S(C)(=O)=O)cc1
EN300-55761,COc1cccc(CNCC2CCCO2)c1
EN300-54303,CC(C)(C)NCCC#N
EN300-53573,CNc1cccc([N+](=O)[O-])c1
EN300-54266,CC(C)NCc1ccc(-c2ccc(F)cc2)s1
EN300-56041,Cl.O=C(NC1CCNCC1)c1ccccc1F
EN300-59148,CC(C)N(C)CC1CCCNC1
EN300-52216,CCNC1CCN(C(C)c2ccccc2)C1
EN300-56513,CCNC(=O)C1CCNCC1.Cl
EN300-51970,C=CCNCc1ccccc1F.Cl
EN300-53935,CNCc1c(C)nn(-c2ccccc2C)c1C
EN300-53615,N#CCNC1CC1
EN300-55913,CN(C1CCNCC1)S(C)(=O)=O.Cl
EN300-56461,CC1CNCC(C)S1
EN300-59014,CN(C)CCNCc1cccc(F)c1
EN300-54783,COc1ccc2c(c1)CNCC2.Cl
EN300-53790,c1nc(CN2CCNCC2)cs1
EN300-51941,CNCC1CCCCO1
EN300-54261,Cl.O=C(NC1CCNCC1)c1ccsc1
EN300-55342,CCCCCNC(C)CCC
EN300-54506,CNCC(=O)NC(C)C.Cl
EN300-54967,CC1CN(CC2CCCN2)CC(C)O1
EN300-58891,COCCNCCCc1ccccc1
EN300-59015,CN(C)CCNCc1cccc(C(F)(F)F)c1
EN300-52809,CCCNC1CCc2ccccc2C1.Cl
EN300-54676,CCCC(C)Nc1ccccc1
EN300-53786,CCc1ccc(OCC(O)CNC)cc1.Cl
EN300-55145,CNCC(C)O
EN300-59073,C#Cc1cccc(NCC(=O)N2CCOCC2)c1
EN300-59445,CCC(C)Nc1ccc(C(N)=O)cc1
EN300-52046,CC(C)CCC(=O)N1CCNCC1
EN300-51650,CNCCCc1cc(-c2cccc(F)c2)n(C)n1.Cl.Cl
EN300-51661,CNc1c(F)cccc1F.Cl
EN300-52814,CCN1CCC(NC2CC2)CC1
